code,iata,city,alias
TUR,TUR,Tucurui,
TUS,TUS,"Tucson, AZ",
TUT,TUT,Tauta,
TUU,TUU,Tabuk,
TUV,TUV,Tucupita,
TUW,TUW,Tubala,
TUX,TUX,Tumbler Ridge,
TUY,TUY,Tulum,
TUZ,TUZ,Tucuma,
TVA,TVA,Morafenobe,
TVC,TVC,Traverse City,
TVF,TVF,Thief River Falls,
TVI,TVI,Thomasville,
TVL,TVL,South Lake Tahoe,
TVU,TVU,Taveuni,
TVY,TVY,Dawe,
TWA,TWA,Twin Hills,
TWB,TWB,Toowoomba,
TWD,TWD,Port Townsend,
TWE,TWE,Taylor,
TWF,TWF,"Twin Falls, ID",
TWH,TWH,Catalina Island,
TWN,TWN,Tewantin,
TWP,TWP,Torwood,
TWT,TWT,Tawitawi,
TWU,TWU,Tawau,
TWY,TWY,Tawa,
TWZ,TWZ,Mount Cook,
TXF,TXF,Teixeira de Freitas,
TXG,TXG,Taichung,
TXK,TXK,Texarkana,
TXL,TXL,Berlin,
TXM,TXM,Teminabuan,
TXN,TXN,Tunxi,
TXR,TXR,Tanbar,
TXU,TXU,Tabou,
TYA,TYA,Tula,
TYB,TYB,Tibooburra,
TYE,TYE,Tyonek,
TYF,TYF,Torsby,
TYG,TYG,Thylungra,
TYL,TYL,Talara,
TYM,TYM,Staniel Cay,
TYN,TYN,Taiyuan,
TYP,TYP,Tobermorey,
TYR,TYR,Tyler,
TYS,TYS,Knoxville,
TYT,TYT,Treinta-y-Tres,
TYZ,TYZ,Taylor,
TZA,TZA,Belize City,
TZL,TZL,Tuzla,
TZM,TZM,Tizimin,
TZN,TZN,South Andros,
TZX,TZX,Trabzon,
UAB,UAB,Adana,
UAC,UAC,San Luis Rio Colorado,
UAE,UAE,Mount Aue,
UAH,UAH,Ua Huka,
UAI,UAI,Suai,
UAK,UAK,Narsarsuaq,
UAL,UAL,Luau,
UAM,UAM,"Andersen, Mariana Island",
UAP,UAP,Ua Pou,
UAQ,UAQ,San Juan,
UAS,UAS,Samburu,
UAX,UAX,Uaxactun,
UBA,UBA,Uberaba,
UBB,UBB,Mabuiag Island,
UBI,UBI,Buin,
UBJ,UBJ,Ube,
UBP,UBP,Ubon Ratchathni,
UBR,UBR,Ubrub,
UBS,UBS,Columbus,
UBT,UBT,Ubatuba,
UBU,UBU,Kalumburu,
UCA,UCA,Utica,
UCC,UCC,Yucca Flat,
UCE,UCE,Eunice,
UCK,UCK,Lutsk,
UCN,UCN,Buchanan,
UCY,UCY,Union City,
UDA,UDA,Undarra,
UDD,UDD,Palm Springs,
UDE,UDE,Uden,
UDI,UDI,Uberlandia,
UDJ,UDJ,Uzhgorod,
UDN,UDN,Udine,
UDO,UDO,Udomxay,
UDR,UDR,Udaipur,
UEE,UEE,Queenstown,
UEL,UEL,Quelimane,
UEO,UEO,Kumejima,
UER,UER,Puertollano,
UES,UES,Waukesha,
UET,UET,Quetta,
UGA,UGA,Bulgan,
UGB,UGB,Pilot Point,
UGI,UGI,Uganik,
UGN,UGN,Waukegan,
UGO,UGO,Uige,
UGS,UGS,Ugashik,
UGT,UGT,Umnugobitour,
UGU,UGU,Zugapa,
UHE,UHE,Uherske Hradiste,
UHF,UHF,Upper Heyford,
UIB,UIB,Quibdo,
UIH,UIH,Qui Nhon,
UII,UII,Utila,
UIK,UIK,Ust-Ilimsk,
UIL,UIL,Quillayute,
UIN,UIN,Quincy,
UIO,UIO,Quito,
UIP,UIP,Quimper,
UIQ,UIQ,Quine Hill,
UIR,UIR,Quirindi,
UIT,UIT,Jaluit Island,
UIZ,UIZ,Utica,
UJE,UJE,Ujae Island,
UKA,UKA,Ukunda,
UKB,UKB,Kobe,
UKI,UKI,Ukiah,
UKN,UKN,Waukon,
UKR,UKR,Mukeiras,
UKS,UKS,Sevastopol,
UKT,UKT,Quakertown,
UKU,UKU,Nuku,
UKY,UKY,Kyoto,
ULA,ULA,San Julian,
ULB,ULB,Ulei,
ULC,ULC,Santiago,
ULD,ULD,Ulundi,
ULE,ULE,Sule,
ULG,ULG,Ulgit,
ULI,ULI,Ulithi,
ULL,ULL,Mull,
ULM,ULM,New Ulm,
ULN,ULN,Ulaanbaatar,
ULO,ULO,Ulaangom,
ULP,ULP,Quilpie,
ULQ,ULQ,Tulua,
ULS,ULS,Mulatos,
ULU,ULU,Gulu,
ULX,ULX,Ulusaba,
ULZ,ULZ,Uliastai,
UMA,UMA,Punta De Maisi,
UMB,UMB,Umnak Island,
UMC,UMC,Umba,
UMD,UMD,Uummannaq,
UME,UME,Umea,
UMI,UMI,Quincemil,
UMM,UMM,Summit,
UMR,UMR,Woomera,
UMT,UMT,Umiat,
UMU,UMU,Umuarama,
UMY,UMY,Sumy,
UNA,UNA,Una,
UNC,UNC,Unguia,
UND,UND,Kunduz,
UNE,UNE,Qachas Nek,
UNG,UNG,Kiunga,
UNI,UNI,Union Island,
UNK,UNK,Unalakleet,
UNN,UNN,Ranong,
UNR,UNR,Underkhaan,
UNS,UNS,Umnak Island,
UNT,UNT,Unst Shetland Is,
UNU,UNU,"Juneau, WI",
UOL,UOL,Buol,
UON,UON,Muong Sai,
UOS,UOS,Sewanee,
UOX,UOX,Oxford,
UPA,UPA,Punta Alegre,
UPB,UPB,Havana,
UPC,UPC,Puerto La Cruz,
UPF,UPF,Pforheim,
UPG,UPG,Ujung Pandang,
UPL,UPL,Upala,
UPN,UPN,Uruapan,
UPP,UPP,Upolu Point,
UPR,UPR,Upiara,
UPV,UPV,Upavon,
UQE,UQE,Queen,
URB,URB,Urubupunga,
URC,URC,Urumqi,
URD,URD,Burg Feuerstein,
URG,URG,Uruguaiana,
URI,URI,Uribe,
URM,URM,Uriman,
URN,URN,Urgoon,
URO,URO,Rouen,
URR,URR,Urrao,
URT,URT,Surat Thani,
URU,URU,Uroubi,
URY,URY,Gurayat,
URZ,URZ,Uruzgan,
USH,USH,Ushuaia,
USI,USI,Mabaruma,
USL,USL,Useless Loop,
USM,USM,Кох-Самуи,
USN,USN,Ulsan,
USO,USO,Usino,
USQ,USQ,Usak,
USS,USS,Sancti Spiritus,
UST,UST,St Augustine,
USU,USU,Busuanga,
UTA,UTA,Mutare,
UTB,UTB,Muttaburra,
UTC,UTC,Utrecht,
UTD,UTD,Nutwood Downs,
UTE,UTE,Butterworth,
UTG,UTG,Quthing,
UTH,UTH,Udon Thani,
UTI,UTI,Valkeala,
UTK,UTK,Utirik Island,
UTL,UTL,Torremolinos,
UTN,UTN,Upington,
UTO,UTO,Utopia Creek,
UTP,UTP,Utapao,
UTR,UTR,Uttaradit,
UTT,UTT,Umtata,
UTU,UTU,Ustupo,
UTW,UTW,Queenstown,
UUK,UUK,Kuparuk,
UUN,UUN,Baruun-Urt,
UUU,UUU,Manumu,
UVA,UVA,Uvalde,
UVE,UVE,Ouvea,
UVF,UVF,St Lucia,
UVL,UVL,Kharga,
UVO,UVO,Uvol,
UWA,UWA,Ware,
UYL,UYL,Nyala,
UYN,UYN,Yulin,
UZC,UZC,Uzice,
UZH,UZH,Unayzah,
UZU,UZU,Curuzu Cuatia,
VAA,VAA,Vaasa,
VAB,VAB,Yavarate,
VAC,VAC,Varrelbusch,
VAD,VAD,Valdosta,
VAF,VAF,Valence,
VAG,VAG,Varginha,
VAH,VAH,Vallegrande,
VAI,VAI,Vanimo,
VAK,VAK,Chevak,
VAL,VAL,Valenca,
VAN,VAN,Van,
VAO,VAO,Suavanao,
VAP,VAP,Valparaiso,
VAR,VAR,Varna,
VAS,VAS,Sivas,
VAT,VAT,Vatomandry,
VAU,VAU,Vatukoula,
VAW,VAW,Vardoe,
VBG,VBG,Lompoc,
VBS,VBS,Brescia,
VBV,VBV,Vanuabalavu,
VBY,VBY,Visby,
VCA,VCA,Can Tho,
VCB,VCB,View Cove,
VCC,VCC,Limbe,
VCD,VCD,Victoria River Downs,
VCE,VCE,Venice,
VCF,VCF,Valcheta,
VCH,VCH,Vichadero,
VCL,VCL,Tamky,
VCP,VCP,"Campinas, Sao Paulo",
VCR,VCR,Carora,
VCS,VCS,Con Dao,
VCT,VCT,Victoria,
VCV,VCV,"Victorville, CA",
VDA,VDA,Eilat,
VDB,VDB,Fagernes,
VDC,VDC,Vitoria Da Conquista,
VDD,VDD,Vienna,
VDE,VDE,Valverde,
VDI,VDI,Vidalia,
VDM,VDM,Viedma,
VDP,VDP,Valle De Pascua,
VDR,VDR,Villa Dolores,
VDS,VDS,Vadso,
VDZ,VDZ,Valdez,
VEE,VEE,Venetie,
VEG,VEG,Maikwak,
VEJ,VEJ,Vejle,
VEL,VEL,"Vernal, UT",
VER,VER,Veracruz,
VEV,VEV,Barakoma,
VEX,VEX,Tioga,
VEY,VEY,Vestmannaeyjar,
VFA,VFA,Victoria Falls,
VGA,VGA,Vijayawada,
VGG,VGG,Vangrieng,
VGO,VGO,Vigo,
VGS,VGS,General Villegas,
VGT,VGT,Las Vegas,
VGZ,VGZ,Villagarzon,
VHC,VHC,Saurimo,
VHM,VHM,Vilhelmina,
VHN,VHN,Van Horn,
VHY,VHY,Vichy,
VHZ,VHZ,Vahitahi,
VIA,VIA,Videira,
VIB,VIB,Villa Constitucion,
VIC,VIC,Vicenza,
VID,VID,Vidin,
VIE,VIE,Вена,
VIF,VIF,Vieste,
VIG,VIG,El Vigia,
VIH,VIH,Vichy,
VII,VII,Vinh City,
VIJ,VIJ,Spanish Town/Virgin Gorda,
VIK,VIK,Kavik,
VIL,VIL,Dakhla,
VIN,VIN,Vinnica,
VIQ,VIQ,Viqueque,
VIR,VIR,Durban,
VIS,VIS,Visalia,
VIT,VIT,Vitoria.,
VIU,VIU,Viru,
VIV,VIV,Vivigani,
VIX,VIX,Vitoria,
VIY,VIY,Paris,
VJB,VJB,Xai Xai,
VJI,VJI,Abingdon,
VJQ,VJQ,Gurue,
VKG,VKG,Rach Gia,
VKS,VKS,Vicksburg,
VKW,VKW,West Kavik,
VLA,VLA,Vandalia,
VLC,VLC,Valencia,
VLD,VLD,Valdosta,
VLE,VLE,Valle,
VLG,VLG,Villa Gesell,
VLI,VLI,Port Vila,
VLK,VLK,Volgodonsk,
VLL,VLL,Valladolid,
VLM,VLM,Villamontes,
VLN,VLN,Valencia,
VLO,VLO,Vallejo,
VLP,VLP,Vila Rica,
VLR,VLR,Vallenar,
VLS,VLS,Valesdir,
VLU,VLU,Velikiye Luki,
VLV,VLV,Valera,
VME,VME,Villa Mercedes,
VMI,VMI,Vallemi,
VMU,VMU,Baimuru,
VNA,VNA,Saravane,
VNC,VNC,"Venice, FL",
VND,VND,Vangaindrano,
VNE,VNE,Vannes,
VNG,VNG,Viengxay,
VNR,VNR,Vanrook,
VNS,VNS,Varanasi,
VNX,VNX,Vilanculos,
VNY,VNY,Los Angeles,
VOH,VOH,Vohemar,
VOI,VOI,Voinjama,
VOK,VOK,Camp Douglas,
VOL,VOL,Volos,
VOT,VOT,Votuporanga,
VPE,VPE,Ongiva,
VPN,VPN,Vopnafjordur,
VPS,VPS,"Valparaiso, FL",
VPY,VPY,Chimoio,
VPZ,VPZ,Valparaiso,
VQQ,VQQ,Jacksonville,
VQS,VQS,Vieques,
VRA,VRA,Varadero,
VRB,VRB,Vero Beach,
VRC,VRC,Virac,
VRE,VRE,Vredendal,
VRK,VRK,Joroinen,
VRL,VRL,Vila Real,
VRN,VRN,Verona,
VRO,VRO,Matanzas,
VRS,VRS,Versailles,
VRU,VRU,Vryburg,
VRY,VRY,Vaeroy,
VSA,VSA,Villahermosa,
VSE,VSE,Viseu,
VSF,VSF,Springfield,
VSG,VSG,Lugansk,
VSO,VSO,Phuoclong,
VST,VST,Stockholm,
VTA,VTA,Victoria,
VTE,VTE,Vientiane,
VTF,VTF,Vatulele,
VTG,VTG,Vung Tau,
VTL,VTL,Vittel,
VTN,VTN,Valentine,
VTU,VTU,Las Tunas,
VTZ,VTZ,Vishakhapatnam,
VUP,VUP,Valledupar,
VUU,VUU,Mvuu Camp,
VVB,VVB,Mahanoro,
VVC,VVC,Villavicencio,
VVI,VVI,Santa Cruz,
VVK,VVK,Vastervik,
VVZ,VVZ,Illizi,
VXC,VXC,Lichinga,
VXE,VXE,Sao Vicente,
VXO,VXO,Vдxjц,
VYD,VYD,Vryheid,
VYS,VYS,Peru,
WAA,WAA,Wales,
WAB,WAB,Wabag,
WAC,WAC,Waca,
WAD,WAD,Andriamena,
WAE,WAE,Wadi Ad Dawasir,
WAF,WAF,Wana,
WAG,WAG,Wanganui,
WAH,WAH,Wahpeton,
WAI,WAI,Antsohihy,
WAJ,WAJ,Wawoi Falls,
WAK,WAK,Ankazoabo,
WAL,WAL,Chincoteague,
WAM,WAM,Ambatondrazaka,
WAN,WAN,Waverney,
WAO,WAO,Wabo,
WAP,WAP,Alto Palena,
WAQ,WAQ,Antsalova,
WAR,WAR,Waris,
WAT,WAT,Waterford,
WAU,WAU,Wauchope,
WAV,WAV,Wave Hill,
WAW,WAW,Warsaw,
WAX,WAX,Zwara,
WAY,WAY,Waynesburg,
WAZ,WAZ,Warwick,
WBA,WBA,Wahai,
WBB,WBB,Stebbins,
WBC,WBC,Wapolu,
WBD,WBD,Befandriana,
WBE,WBE,Bealanana,
WBG,WBG,Schleswig-jagel,
WBI,WBI,Boulder,
WBM,WBM,Wapenamanda,
WBN,WBN,Woburn,
WBO,WBO,Beroroha,
WBQ,WBQ,Beaver,
WBR,WBR,Big Rapids,
WBU,WBU,Boulder,
WBW,WBW,"Wilkes-Barre, PA",
WCA,WCA,Castro,
WCH,WCH,Chaiten,
WCR,WCR,Chandalar,
WDA,WDA,Wadi Ain,
WDB,WDB,Deep Bay,
WDG,WDG,Enid,
WDI,WDI,Wondai,
WDN,WDN,Waldron Island,
WDR,WDR,Winder,
WDY,WDY,Kodiak,
WEA,WEA,Weatherford,
WED,WED,Wedau,
WEF,WEF,Weifang,
WEH,WEH,Weihai,
WEI,WEI,Weipa,
WEL,WEL,Welkom,
WEM,WEM,West Malling,
WEP,WEP,Weam,
WES,WES,Weasua,
WET,WET,Wagethe,
WEW,WEW,Wee Waa,
WEX,WEX,Wexford,
WFB,WFB,Ketchikan,
WFD,WFD,Woodford,
WFI,WFI,Fianarantsoa,
WFK,WFK,Frenchville,
WGA,WGA,Wagga Wagga,
WGB,WGB,Bahawalnagar,
WGC,WGC,Warangal,
WGE,WGE,Walgett,
WGF,WGF,Manama,
WGN,WGN,Waitangi,
WGO,WGO,Winchester,
WGP,WGP,Waingapu,
WGT,WGT,Wangaratta,
WGU,WGU,Wagau,
WGY,WGY,Wagny,
WGZ,WGZ,Manly,
WHD,WHD,Hyder,
WHF,WHF,Wadi Halfa,
WHH,WHH,Boulder,
WHK,WHK,Whakatane,
WHL,WHL,Welshpool,
WHO,WHO,Franz Josef,
WHP,WHP,Los Angeles,
WHS,WHS,Whalsay,
WHT,WHT,Wharton,
WHU,WHU,Wuhu,
WIC,WIC,Wick,
WID,WID,Wildenrath,
WIE,WIE,Wiesbaden,
WIK,WIK,Surfdale,
WIL,WIL,Nairobi,
WIN,WIN,Winton,
WIO,WIO,Wilcannia,
WIR,WIR,Wairoa,
WIT,WIT,Wittenoom,
WIU,WIU,Witu,
WJA,WJA,Woja,
WJF,WJF,Lancaster,
WJR,WJR,Wajir,
WJU,WJU,WonJu,
WKA,WKA,Wanaka,
WKB,WKB,Warracknabeal,
WKF,WKF,Waterkloof,
WKI,WKI,Hwange,
WKJ,WKJ,Wakkanai,
WKK,WKK,Aleknagik,
WKL,WKL,Waikoloa,
WKN,WKN,Wakunai,
WLA,WLA,Wallal,
WLB,WLB,Labouchere Bay,
WLC,WLC,Walcha,
WLD,WLD,Winfield,
WLG,WLG,Wellington,
WLH,WLH,Walaha,
WLK,WLK,Selawik,
WLL,WLL,Wollogorang,
WLM,WLM,Waltham,
WLN,WLN,Little Naukati,
WLO,WLO,Waterloo,
WLR,WLR,Loring,
WLS,WLS,Wallis Island,
WLW,WLW,Willows,
WMA,WMA,Mandritsara,
WMB,WMB,Warrnambool,
WMC,WMC,Winnemucca,
WMD,WMD,Mandabe,
WME,WME,Mount Keith,
WMH,WMH,Mountain Home,
WMK,WMK,Meyers Chuck,
WML,WML,Malaimbandy,
WMN,WMN,Maroantsetra,
WMO,WMO,White Mountain,
WMP,WMP,Mampikony,
WMR,WMR,Mananara,
WMV,WMV,Madirovalo,
WMX,WMX,Wamena,
WNA,WNA,Napakiak,
WNC,WNC,Tuxekan Island,
WND,WND,Windarra,
WNE,WNE,Wora Na Ye,
WNN,WNN,Wunnummin Lake,
WNP,WNP,Naga,
WNR,WNR,Windorah,
WNS,WNS,Nawabshah,
WNU,WNU,Wanuma,
WNZ,WNZ,Wenzhou,
WOA,WOA,Wonenara,
WOB,WOB,Suttonheath,
WOD,WOD,Wood River,
WOE,WOE,Woensdrecht,
WOG,WOG,Woodgreen,
WOI,WOI,Wologissi,
WOK,WOK,Wonken,
WOL,WOL,Wollongong,
WON,WON,Wondoola,
WOO,WOO,Woodchopper,
WOR,WOR,Ankorefo,
WOT,WOT,Wonan,
WOW,WOW,Willow,
WPA,WPA,Puerto Aisen,
WPB,WPB,Port Berge,
WPC,WPC,Pincher Creek,
WPK,WPK,Wrotham Park,
WPL,WPL,Powell Lake,
WPM,WPM,Wipim,
WPO,WPO,Paonia,
WPR,WPR,Porvenir,
WPU,WPU,Puerto Williams,
WRA,WRA,Warder,
WRB,WRB,Macon,
WRE,WRE,Whangarei,
WRG,WRG,Wrangell,
WRH,WRH,Wrench Creek,
WRI,WRI,"Wrightstown, New Jersey",
WRL,WRL,"Worland, WY",
WRO,WRO,Wroclaw,
WRW,WRW,Warrawagine,
WRY,WRY,Westray,
WRZ,WRZ,Wirawila,
WSA,WSA,Wasua,
WSB,WSB,Steamboat Bay,
WSD,WSD,White Sands,
WSF,WSF,Sarichef,
WSG,WSG,Washington,
WSH,WSH,Shirley,
WSJ,WSJ,San Juan,
WSM,WSM,Wiseman,
WSN,WSN,South Naknek,
WSO,WSO,Washabo,
WSP,WSP,Waspam,
WSR,WSR,Wasior,
WST,WST,Westerly,
WSU,WSU,Wasu,
WSX,WSX,Westsound,
WSY,WSY,Airlie Beach,
WSZ,WSZ,Westport,
WTA,WTA,Tambohorano,
WTC,WTC,New York,
WTD,WTD,West End,
WTE,WTE,Wotje Island,
WTK,WTK,Noatak,
WTL,WTL,Tuntutuliak,
WTN,WTN,Waddington,
WTO,WTO,Wotho Island,
WTP,WTP,Woitape,
WTR,WTR,White River,
WTS,WTS,Tsiroanomandidy,
WTT,WTT,Wantoat,
WTZ,WTZ,Whitianga,
WUA,WUA,Wu Hai,
WUD,WUD,Wudinna,
WUG,WUG,Wau,
WUH,WUH,Wuhan,
WUK,WUK,Hammersmith,
WUM,WUM,Wasum,
WUN,WUN,Wiluna,
WUS,WUS,Wuyishan,
WUU,WUU,Wau,
WUV,WUV,Wuvulu Is,
WUX,WUX,Wuxi,
WUZ,WUZ,Wuzhou,
WVB,WVB,Walvis Bay,
WVI,WVI,Watsonville,
WVK,WVK,Manakara,
WVL,WVL,Waterville,
WVN,WVN,Wilhelmshaven,
WWA,WWA,Wasilla,
WWD,WWD,Wildwood,
WWG,WWG,Al Koude,
WWI,WWI,Woodie Woodie,
WWK,WWK,Wewak,
WWP,WWP,Whale Pass,
WWR,WWR,Woodward,
WWS,WWS,Wildwood,
WWT,WWT,Newtok,
WWY,WWY,West Wyalong,
WXF,WXF,Braintree,
WXN,WXN,Wanxian,
WYA,WYA,Whyalla,
WYB,WYB,Yes Bay,
WYE,WYE,Yengema,
WYN,WYN,Wyndham,
WYS,WYS,West Yellowstone,
WZY,WZY,Nassau,
XAL,XAL,Alamos,
XAP,XAP,Chapeco,
XAR,XAR,Aribinda,
XAU,XAU,Saul,
XAY,XAY,Xayabury,
XBB,XBB,Blubber Bay,
XBE,XBE,Bearskin Lake,
XBG,XBG,Bogande,
XBJ,XBJ,Birjand,
XBL,XBL,Buno Bedelle,
XBN,XBN,Biniguni,
XBO,XBO,Boulsa,
XBR,XBR,Brockville,
XBW,XBW,Killineq,
XCH,XCH,Christmas Island,
XCL,XCL,Cluff Lake,
XCM,XCM,Chatham,
XCN,XCN,Coron,
XCO,XCO,Colac,
XCR,XCR,Chalons Sur Marne,
XDB,XDB,Lille,
XDE,XDE,Diebougou,
XDJ,XDJ,Djibo,
XDT,XDT,Paris,
XDV,XDV,Prince George,
XDW,XDW,Prince Rupert,
XDY,XDY,Sudbury,
XEA,XEA,Vancouver,
XEN,XEN,Xingcheng,
XEO,XEO,Oqatsut,
XEQ,XEQ,Tasiuasaq,
XES,XES,Lake Geneva,
XEX,XEX,Paris,
XFA,XFA,Lille,
XFN,XFN,Xiangfan,
XFW,XFW,Hamburg,
XFY,XFY,Quebec,
XFZ,XFZ,Quebec,
XGA,XGA,Gaoua,
XGB,XGB,Paris,
XGG,XGG,Gorom-Gorom,
XGL,XGL,Granville Lake,
XGN,XGN,Xangongo,
XGR,XGR,Kangiqsualujjuaq,
XHN,XHN,Liege,
XHX,XHX,Adelaide,
XIC,XIC,Xichang,
XIE,XIE,Xienglom,
XIG,XIG,Xinguara,
XIH,XIH,Khan Al Baghdadi,
XIJ,XIJ,Ahmed Al Jaber,
XIK,XIK,Milan,
XIL,XIL,Xilinhot,
XIN,XIN,Xingning,
XIQ,XIQ,Ilimanaq,
XIX,XIX,Verona,
XIY,XIY,Xi An,
XJD,XJD,Al Udeid,
XJE,XJE,Vojens,
XJM,XJM,Mangla,
XKA,XKA,Kantchari,
XKC,XKC,Sandnes,
XKH,XKH,Xieng Khouang,
XKO,XKO,Kemano,
XKS,XKS,Kasabonika,
XKY,XKY,Kaya,
XLB,XLB,Lac Brochet,
XLF,XLF,Leaf Bay,
XLJ,XLJ,Quebec,
XLM,XLM,Montreal,
XLO,XLO,Long Xuyen,
XLS,XLS,St Louis,
XLU,XLU,Leo,
XLW,XLW,Lemwerder,
XMA,XMA,Maramag,
XMC,XMC,Mallacoota,
XMD,XMD,Madison,
XMG,XMG,Mahendranagar,
XMH,XMH,Manihi,
XMI,XMI,Masasi,
XML,XML,Minlaton,
XMN,XMN,Xiamen,
XMP,XMP,Macmillan Pass,
XMS,XMS,Macas,
XMY,XMY,Yam Island,
XNA,XNA,"Fayetteville, AR",
XNG,XNG,Quang Ngai,
XNH,XNH,Nasiriyah,
XNN,XNN,Xining,
XNT,XNT,Xingtai,
XNU,XNU,Nouna,
XOZ,XOZ,Doha,
XPA,XPA,Pama,
XPG,XPG,Paris,
XPK,XPK,Pukatawagan,
XPL,XPL,Comayagua,
XPP,XPP,Poplar River,
XPQ,XPQ,Port Klang,
XPR,XPR,Pine Ridge,
XPU,XPU,West Kuparuk,
XPZ,XPZ,Saint Tropez,
XQC,XQC,Balad,
XQP,XQP,Pavones,
XQU,XQU,Qualicum,
XQV,XQV,Baqubah,
XRH,XRH,Richmond,
XRJ,XRJ,Rome,
XRR,XRR,Ross River,
XRY,XRY,Jerez De La Frontera,
XSA,XSA,Sinoe,
XSC,XSC,South Caicos,
XSD,XSD,Tonopah,
XSE,XSE,Sebba,
XSI,XSI,South Indian Lake,
XSM,XSM,St Marys,
XSO,XSO,Siocon,
XSP,XSP,Singapore,
XTA,XTA,Tianjin,
XTF,XTF,Tianjin,
XTG,XTG,Thargomindah,
XTL,XTL,Tadoule Lake,
XTM,XTM,Ramadi,
XTO,XTO,Taroom,
XTR,XTR,Tara,
XTT,XTT,Paris,
XTV,XTV,Tikrit,
XUZ,XUZ,Xuzhou,
XVL,XVL,Vinh Long,
XVQ,XVQ,Venice,
XVY,XVY,Rome,
XWC,XWC,Vienna,
XWK,XWK,Ronneby,
XWL,XWL,Gothenburg,
XWP,XWP,Hassleholm,
XWQ,XWQ,Enkoping,
XWW,XWW,Vienna,
XWZ,XWZ,Nykoping,
XXA,XXA,Alvesta,
XXK,XXK,Katrineholm,
XXU,XXU,Hedemora,
XYA,XYA,Yandina,
XYC,XYC,Herrljunga,
XYD,XYD,Lyon,
XYE,XYE,Ye,
XYI,XYI,Flen,
XYL,XYL,Lyon,
XYM,XYM,Falkenberg,
XYN,XYN,Kristinehamn,
XYO,XYO,Karlshamn,
XYP,XYP,Avesta Krylbo,
XYR,XYR,Yellow River,
XYT,XYT,Toulouse,
XYU,XYU,Solvesborg,
XYV,XYV,Lyon,
XYX,XYX,Sala,
XZA,XZA,Zabre,
XZE,XZE,Rail (Generic),
XZF,XZF,Dammam,
XZJ,XZJ,Rail (Generic),
XZQ,XZQ,Rail (Generic),
XZU,XZU,Rail (Generic),
XZX,XZX,Rail (Generic),
YAA,YAA,Anahim Lake,
YAB,YAB,Arctic Bay,
YAC,YAC,Cat Lake,
YAD,YAD,Moose Lake,
YAE,YAE,Alta Lake,
YAF,YAF,Asbestos Hill,
YAG,YAG,Fort Frances,
YAH,YAH,Lagrande 4,
YAI,YAI,Chillan,
YAJ,YAJ,Lyall Harbour,
YAK,YAK,Yakutat,
YAL,YAL,Alert Bay,
YAM,YAM,Sault Ste Marie,
YAN,YAN,Yangambi,
YAO,YAO,Yaounde,
YAP,YAP,"Yap, Caroline Islands",
YAQ,YAQ,Maple Bay,
YAR,YAR,Lagrande 3,
YAS,YAS,Yasawa Island,
YAT,YAT,Attawapiskat,
YAU,YAU,Kattiniq,
YAV,YAV,Miners Bay,
YAW,YAW,Halifax,
YAX,YAX,Angling Lake,
YAY,YAY,St Anthony,
YAZ,YAZ,"Tofino, BC",
YBA,YBA,Banff,
YBB,YBB,Kugaaruk,
YBC,YBC,Baie Comeau,
YBD,YBD,New Westminster,
YBE,YBE,Uranium City,
YBF,YBF,Bamfield,
YBG,YBG,Bagotville,
YBH,YBH,Bull Harbour,
YBI,YBI,Black Tickle,
YBJ,YBJ,Baie Johan Beetz,
YBK,YBK,Baker Lake,
YBL,YBL,Campbell River,
YBM,YBM,Bronson Creek,
YBN,YBN,Borden,
YBO,YBO,Bobquinn Lake,
YBP,YBP,Yibin,
YBQ,YBQ,Telegraph Harbour,
YBR,YBR,Brandon,
YBS,YBS,Opapamiska Lake,
YBT,YBT,Brochet,
YBV,YBV,Berens River,
YBW,YBW,Calgary,
YBX,YBX,Blanc Sablon,
YBY,YBY,"Bonnyville, AB",
YCA,YCA,Courtenay,
YCB,YCB,Cambridge Bay,
YCC,YCC,Cornwall,
YCD,YCD,Nanaimo,
YCE,YCE,Centralia,
YCF,YCF,Cortes Bay,
YCG,YCG,Castlegar,
YCH,YCH,Miramichi,
YCI,YCI,Caribou Island,
YCJ,YCJ,Cape St James,
YCK,YCK,Colville Lake,
YCL,YCL,Charlo,
YCM,YCM,St Catharines,
YCN,YCN,Cochrane,
YCO,YCO,Kugluktuk/Coppermine,
YCP,YCP,Co-op Point,
YCQ,YCQ,Chetwynd,
YCR,YCR,Cross Lake,
YCS,YCS,Chesterfield Inlet,
YCT,YCT,Coronation,
YCU,YCU,Yun Cheng,
YCV,YCV,Cartierville,
YCW,YCW,Chilliwack,
YCX,YCX,Gagetown,
YCY,YCY,Clyde River,
YCZ,YCZ,Fairmont Hot Springs,
YDA,YDA,Dawson City,
YDB,YDB,Burwash Landings,
YDC,YDC,Drayton Valley,
YDE,YDE,Paradise River,
YDF,YDF,Deer Lake,
YDG,YDG,Digby,
YDH,YDH,Daniels Harbour,
YDI,YDI,Davis Inlet,
YDJ,YDJ,Hatchet Lake,
YDK,YDK,Main Duck Island,
YDL,YDL,Dease Lake,
YDN,YDN,Dauphin,
YDO,YDO,Dolbeau,
YDP,YDP,Nain,
YDQ,YDQ,Dawson Creek,
YDR,YDR,Broadview,
YDS,YDS,Desolation Sound,
YDT,YDT,Vancouver,
YDU,YDU,Kasba Lake,
YDV,YDV,Bloodvein,
YDW,YDW,Obre Lake,
YDX,YDX,Doc Creek,
